train_dataset,train_dataset_label,feature_name,train_domain,cross_domain,layer,train_size,explicit_train_question_count,explicit_test_question_count,implicit_train_question_count,implicit_test_question_count,whitener_cov_reg_condition_number,wmm_reg,mm_raw_norm,mm_vector_norm,wmm_raw_norm,wmm_vector_norm,lr_train_acc,lr_explicit_holdout_acc,lr_implicit_holdout_acc,lr_explicit_full_acc,lr_implicit_full_acc,lr_in_domain_holdout_acc,lr_cross_domain_holdout_acc,lr_in_domain_full_acc,lr_cross_domain_full_acc,wlr_train_acc,wlr_explicit_holdout_acc,wlr_implicit_holdout_acc,wlr_explicit_full_acc,wlr_implicit_full_acc,wlr_in_domain_holdout_acc,wlr_cross_domain_holdout_acc,wlr_in_domain_full_acc,wlr_cross_domain_full_acc,mm_train_acc,mm_explicit_holdout_acc,mm_implicit_holdout_acc,mm_explicit_full_acc,mm_implicit_full_acc,mm_in_domain_holdout_acc,mm_cross_domain_holdout_acc,mm_in_domain_full_acc,mm_cross_domain_full_acc,wmm_train_acc,wmm_explicit_holdout_acc,wmm_implicit_holdout_acc,wmm_explicit_full_acc,wmm_implicit_full_acc,wmm_in_domain_holdout_acc,wmm_cross_domain_holdout_acc,wmm_in_domain_full_acc,wmm_cross_domain_full_acc
explicit_train_only,explicit train only,last_answer_token,explicit,implicit,14,800,400,100,210,90,28069.128681067006,0.01,14.749723434448242,0.9999999403953552,1.4217549562454224,0.9999999403953552,1.0,0.99,0.8222222222222222,0.998,0.8016666666666666,0.99,0.8222222222222222,0.998,0.8016666666666666,1.0,0.98,0.7555555555555555,0.996,0.7383333333333333,0.98,0.7555555555555555,0.996,0.7383333333333333,0.9475,0.96,0.6666666666666666,0.95,0.7283333333333334,0.96,0.6666666666666666,0.95,0.7283333333333334,1.0,0.98,0.7611111111111111,0.996,0.7483333333333333,0.98,0.7611111111111111,0.996,0.7483333333333333
explicit_train_only,explicit train only,last_answer_token,explicit,implicit,16,800,400,100,210,90,27423.898976103155,0.01,15.37468147277832,1.0,1.3844025135040283,1.0,1.0,0.995,0.7888888888888889,0.999,0.8166666666666667,0.995,0.7888888888888889,0.999,0.8166666666666667,1.0,0.97,0.7333333333333333,0.994,0.7116666666666667,0.97,0.7333333333333333,0.994,0.7116666666666667,0.95,0.955,0.6888888888888889,0.951,0.73,0.955,0.6888888888888889,0.951,0.73,1.0,0.97,0.7444444444444445,0.994,0.715,0.97,0.7444444444444445,0.994,0.715
explicit_train_only,explicit train only,last_answer_token,explicit,implicit,18,800,400,100,210,90,27656.0075895362,0.01,16.450519561767578,1.0,1.3078292608261108,1.0,1.0,0.99,0.8111111111111111,0.998,0.81,0.99,0.8111111111111111,0.998,0.81,1.0,0.975,0.7444444444444445,0.995,0.7183333333333334,0.975,0.7444444444444445,0.995,0.7183333333333334,0.92875,0.915,0.6666666666666666,0.926,0.6733333333333333,0.915,0.6666666666666666,0.926,0.6733333333333333,1.0,0.975,0.7555555555555555,0.995,0.7216666666666667,0.975,0.7555555555555555,0.995,0.7216666666666667
explicit_train_only,explicit train only,last_answer_token,explicit,implicit,20,800,400,100,210,90,27131.437788539915,0.01,20.19965934753418,1.0,1.0602564811706543,0.9999999403953552,1.0,1.0,0.8388888888888889,1.0,0.8266666666666667,1.0,0.8388888888888889,1.0,0.8266666666666667,1.0,0.97,0.7888888888888889,0.994,0.7733333333333333,0.97,0.7888888888888889,0.994,0.7733333333333333,0.88375,0.905,0.5777777777777777,0.888,0.565,0.905,0.5777777777777777,0.888,0.565,1.0,0.97,0.8,0.994,0.7766666666666666,0.97,0.8,0.994,0.7766666666666666
explicit_train_only,explicit train only,last_answer_token,explicit,implicit,22,800,400,100,210,90,27307.253393007322,0.01,24.6578369140625,0.9999999403953552,0.8875331878662109,1.0,1.0,0.995,0.85,0.999,0.8216666666666667,0.995,0.85,0.999,0.8216666666666667,1.0,0.975,0.8055555555555556,0.995,0.77,0.975,0.8055555555555556,0.995,0.77,0.8975,0.89,0.6,0.896,0.595,0.89,0.6,0.896,0.595,1.0,0.975,0.8166666666666667,0.995,0.7833333333333333,0.975,0.8166666666666667,0.995,0.7833333333333333
explicit_train_only,explicit train only,last_answer_token,explicit,implicit,24,800,400,100,210,90,25710.980876848284,0.01,33.74924850463867,0.9999999403953552,0.6515557765960693,0.9999999403953552,1.0,0.985,0.8333333333333334,0.997,0.7783333333333333,0.985,0.8333333333333334,0.997,0.7783333333333333,1.0,0.98,0.7944444444444444,0.996,0.755,0.98,0.7944444444444444,0.996,0.755,0.90625,0.9,0.6111111111111112,0.905,0.6283333333333333,0.9,0.6111111111111112,0.905,0.6283333333333333,1.0,0.98,0.8166666666666667,0.996,0.7616666666666667,0.98,0.8166666666666667,0.996,0.7616666666666667
explicit_train_only,explicit train only,last_answer_token,explicit,implicit,26,800,400,100,210,90,26775.661996408322,0.01,41.324886322021484,0.9999999403953552,0.545783519744873,0.9999999403953552,1.0,0.985,0.8444444444444444,0.997,0.8,0.985,0.8444444444444444,0.997,0.8,1.0,0.965,0.8111111111111111,0.993,0.7783333333333333,0.965,0.8111111111111111,0.993,0.7783333333333333,0.875,0.87,0.6888888888888889,0.874,0.73,0.87,0.6888888888888889,0.874,0.73,1.0,0.97,0.8277777777777777,0.994,0.79,0.97,0.8277777777777777,0.994,0.79
explicit_train_only,explicit train only,last_answer_token,explicit,implicit,28,800,400,100,210,90,23037.09994090303,0.01,49.64500045776367,0.9999999403953552,0.43899932503700256,1.0,1.0,0.985,0.8444444444444444,0.997,0.81,0.985,0.8444444444444444,0.997,0.81,1.0,0.965,0.8444444444444444,0.993,0.805,0.965,0.8444444444444444,0.993,0.805,0.7925,0.81,0.5444444444444444,0.796,0.5666666666666667,0.81,0.5444444444444444,0.796,0.5666666666666667,1.0,0.97,0.8444444444444444,0.994,0.805,0.97,0.8444444444444444,0.994,0.805
explicit_train_only,explicit train only,mean_answer_tokens,explicit,implicit,14,800,400,100,210,90,24024.88723155185,0.01,11.375507354736328,0.9999999403953552,2.1813175678253174,1.0,1.0,0.985,0.7888888888888889,0.997,0.8266666666666667,0.985,0.7888888888888889,0.997,0.8266666666666667,1.0,0.98,0.6888888888888889,0.996,0.6966666666666667,0.98,0.6888888888888889,0.996,0.6966666666666667,0.96375,0.97,0.7555555555555555,0.965,0.7366666666666667,0.97,0.7555555555555555,0.965,0.7366666666666667,1.0,0.98,0.7,0.996,0.715,0.98,0.7,0.996,0.715
explicit_train_only,explicit train only,mean_answer_tokens,explicit,implicit,16,800,400,100,210,90,24957.394478217153,0.01,11.791147232055664,0.9999998807907104,2.1921653747558594,0.9999999403953552,1.0,0.985,0.7666666666666667,0.997,0.805,0.985,0.7666666666666667,0.997,0.805,1.0,0.98,0.5944444444444444,0.996,0.595,0.98,0.5944444444444444,0.996,0.595,0.96,0.965,0.7611111111111111,0.961,0.7466666666666667,0.965,0.7611111111111111,0.961,0.7466666666666667,1.0,0.98,0.6055555555555555,0.996,0.615,0.98,0.6055555555555555,0.996,0.615
explicit_train_only,explicit train only,mean_answer_tokens,explicit,implicit,18,800,400,100,210,90,26452.197826736534,0.01,12.663676261901855,0.9999999403953552,2.057250499725342,0.9999999403953552,1.0,0.98,0.8111111111111111,0.996,0.82,0.98,0.8111111111111111,0.996,0.82,1.0,0.965,0.7,0.993,0.6933333333333334,0.965,0.7,0.993,0.6933333333333334,0.93875,0.95,0.7222222222222222,0.941,0.71,0.95,0.7222222222222222,0.941,0.71,1.0,0.97,0.7111111111111111,0.994,0.7133333333333334,0.97,0.7111111111111111,0.994,0.7133333333333334
